m49,country,commodity,production_kt,emissions_total_kt,ef_total_kgCO2e_per_kg,ef_fer_kgCO2e_per_kg,ef_man_kgCO2e_per_kg,ef_res_kgCO2e_per_kg,ef_rice_kgCO2e_per_kg,ef_peat_kgCO2e_per_kg,ef_urea_kgCO2e_per_kg,ef_burn_kgCO2e_per_kg,ef_soil_kgCO2e_per_kg,ef_ent_kgCO2e_per_kg,ef_mms_kgCO2e_per_kg,ef_prp_kgCO2e_per_kg,feed_emissions_kt,ef_feed_kgCO2e_per_kg,ef_with_feed_kgCO2e_per_kg
417,Kyrgyzstan,bean,81.8,5.08,0.0621,0.007,0.0297,0.0159,0.0,0.0,0.0015,0.0004,0.0075,,,,,,
417,Kyrgyzstan,cott,47.3,23.26,0.4924,0.2115,0.1736,0.0485,0.0,0.0,0.0292,0.001,0.0285,,,,,,
417,Kyrgyzstan,dcat,1980.8,2245.54,1.1337,,,,,,,,,0.8935,0.1702,0.07,48.14,0.0243,1.158
417,Kyrgyzstan,goat,10.3,179.42,17.3493,,,,,,,,,10.409,0.3568,6.5836,0.69,0.0667,17.4161
417,Kyrgyzstan,grou,1.9,0.1,0.054,0.0028,0.0348,0.0102,0.0,0.0,0.0,0.0,0.0063,,,,,,
417,Kyrgyzstan,maiz,736.6,32.75,0.0445,0.0136,0.0158,0.0067,0.0,0.0,0.0027,0.0003,0.0054,,,,,,
417,Kyrgyzstan,olvs,19.5,428.57,22.0323,,,,,,,,,14.3392,1.0038,6.6892,1.08,0.0557,22.088
417,Kyrgyzstan,pigs,5.6,3.12,0.5572,,,,,,,,,0.1404,0.4169,0.0,3.66,0.653,1.2102
417,Kyrgyzstan,pota,1127.8,24.1,0.0214,0.0039,0.0089,0.0045,0.0,0.0,0.0007,0.0,0.0034,,,,,,
417,Kyrgyzstan,poul,73.5,21.1,0.2872,,,,,,,,,0.0,0.0777,0.2095,8.13,0.1107,0.3979
417,Kyrgyzstan,rice,44.3,17.29,0.3901,0.0219,0.0362,0.0079,0.3106,0.0,0.0047,0.0002,0.0087,,,,,,
417,Kyrgyzstan,shee,82.6,1193.74,14.46,,,,,,,,,9.6835,0.5124,4.2641,5.53,0.0669,14.5269
417,Kyrgyzstan,sorg,4.3,0.26,0.0603,0.0078,0.0504,0.0015,0.0,0.0,0.0004,0.0,0.0002,,,,,,
417,Kyrgyzstan,soyb,3.4,1.32,0.3847,0.0568,0.2788,0.0213,0.0,0.0,0.0067,0.0002,0.021,,,,,,
417,Kyrgyzstan,whea,726.4,78.95,0.1087,0.0343,0.0484,0.0114,0.0,0.0,0.0057,0.0007,0.0083,,,,,,
418,Lao People's Democratic Republic,bcat,48.9,3904.43,79.7921,,,,,,,,,60.14,9.6549,9.9973,17.45,0.3566,80.1488
418,Lao People's Democratic Republic,bean,5.0,1.82,0.3621,0.1291,0.1539,0.0291,0.0,0.0105,0.0188,0.0206,0.0,,,,,,
418,Lao People's Democratic Republic,buff,23.9,2644.92,110.5178,,,,,,,,,83.7991,12.9806,13.738,3.19,0.1334,110.6511
418,Lao People's Democratic Republic,cass,7078.4,65.8,0.0093,0.002,0.004,0.0025,0.0,0.0003,0.0003,0.0003,0.0,,,,,,
418,Lao People's Democratic Republic,cott,1.2,0.79,0.6424,0.1937,0.2298,0.1421,0.0,0.0106,0.0233,0.0429,0.0,,,,,,
418,Lao People's Democratic Republic,dcat,29.7,137.69,4.6421,,,,,,,,,3.1409,1.2493,0.252,0.45,0.0152,4.6573
418,Lao People's Democratic Republic,goat,2.1,107.7,50.4056,,,,,,,,,29.7686,1.3458,19.2913,0.33,0.155,50.5606
418,Lao People's Democratic Republic,grou,30.0,9.85,0.3283,0.0583,0.1908,0.047,0.0,0.0057,0.005,0.0215,0.0,,,,,,
418,Lao People's Democratic Republic,maiz,585.6,251.87,0.4301,0.2655,0.0948,0.0192,0.0,0.0013,0.035,0.0143,0.0,,,,,,
418,Lao People's Democratic Republic,oilp,11.1,1.88,0.1696,0.1444,0.0034,0.0,0.0,0.0,0.0217,0.0,0.0,,,,,,
418,Lao People's Democratic Republic,pigs,124.3,859.53,6.9145,,,,,,,,,1.0048,5.9097,0.0,51.0,0.4103,7.3248
418,Lao People's Democratic Republic,pota,3.3,1.98,0.5956,0.4821,0.0491,0.0147,0.0,0.0,0.0457,0.0041,0.0,,,,,,
418,Lao People's Democratic Republic,poul,91.7,162.53,1.7723,,,,,,,,,0.0,0.6142,1.1581,21.89,0.2387,2.011
418,Lao People's Democratic Republic,rcof,183.4,155.62,0.8485,0.6388,0.1218,0.0,0.0,0.0046,0.0833,0.0,0.0,,,,,,
418,Lao People's Democratic Republic,rice,3654.9,5115.47,1.3996,0.0752,0.0563,0.0119,1.2206,0.0023,0.0241,0.0092,0.0,,,,,,
418,Lao People's Democratic Republic,rubb,385.7,92.48,0.2398,0.1055,0.1099,0.0,0.0,0.0095,0.0149,0.0,0.0,,,,,,
418,Lao People's Democratic Republic,soyb,7.7,5.64,0.7319,0.2502,0.3594,0.0472,0.0,0.0013,0.0253,0.0486,0.0,,,,,,
418,Lao People's Democratic Republic,sugc,2268.7,57.15,0.0252,0.0153,0.0018,0.0052,0.0,0.0001,0.002,0.0008,0.0,,,,,,
422,Lebanon,barl,20.8,5.54,0.2661,0.0605,0.1501,0.0251,0.0,0.0,0.0145,0.0035,0.0123,,,,,,
422,Lebanon,bcat,39.4,54.54,1.3848,,,,,,,,,0.8726,0.0359,0.4762,1.27,0.0323,1.4171
422,Lebanon,bean,3.1,0.5,0.1607,0.0684,0.0589,0.0127,0.0,0.0,0.0166,0.0028,0.0013,,,,,,
422,Lebanon,dcat,248.2,132.92,0.5356,,,,,,,,,0.3403,0.0171,0.1782,0.75,0.003,0.5386
422,Lebanon,goat,24.3,119.22,4.9061,,,,,,,,,2.8698,0.0754,1.9609,0.25,0.0102,4.9163
422,Lebanon,grou,9.8,0.9,0.0917,0.0175,0.0475,0.0127,0.0,0.0,0.004,0.0033,0.0067,,,,,,
422,Lebanon,maiz,5.5,0.45,0.0819,0.0241,0.0301,0.0053,0.0,0.0,0.0055,0.0018,0.015,,,,,,
422,Lebanon,pota,600.9,14.94,0.0249,0.0133,0.006,0.0024,0.0,0.0,0.003,0.0001,0.0001,,,,,,
422,Lebanon,poul,216.2,215.01,0.9943,,,,,,,,,0.0,0.1755,0.8188,3.48,0.0161,1.0104
422,Lebanon,shee,19.8,105.2,5.3197,,,,,,,,,3.3907,0.0827,1.8463,0.24,0.0119,5.3316
422,Lebanon,whea,97.2,20.05,0.2063,0.0684,0.0992,0.0135,0.0,0.0,0.0166,0.0034,0.0052,,,,,,
426,Lesotho,bcat,3.6,402.69,112.455,,,,,,,,,75.566,0.7639,36.1252,0.73,0.2028,112.6578
426,Lesotho,bean,1.6,4.68,2.9046,0.0476,2.309,0.1019,0.0,0.0,0.0136,0.0616,0.3709,,,,,,
426,Lesotho,dcat,189.8,292.78,1.5429,,,,,,,,,1.056,0.028,0.4589,6.89,0.0363,1.5792
426,Lesotho,maiz,229.1,35.19,0.1536,0.0258,0.0744,0.0081,0.0,0.0,0.0104,0.007,0.0279,,,,,,
426,Lesotho,pota,132.8,6.82,0.0513,0.0107,0.021,0.0034,0.0,0.0,0.0035,0.0,0.0127,,,,,,
426,Lesotho,poul,3.6,3.15,0.8638,,,,,,,,,0.0,0.0958,0.768,0.68,0.1867,1.0505
426,Lesotho,sorg,6.9,11.33,1.6386,0.0806,0.9868,0.0822,0.0,0.0,0.0267,0.017,0.4453,,,,,,
426,Lesotho,soyb,9.2,0.46,0.0501,0.0067,0.0185,0.0173,0.0,0.0,0.0037,0.0014,0.0026,,,,,,
426,Lesotho,whea,24.1,2.5,0.1038,0.0087,0.0654,0.0101,0.0,0.0,0.0041,0.0061,0.0095,,,,,,
428,Latvia,barl,256.9,461.94,1.798,0.0992,0.0171,0.0191,0.0,1.6592,0.003,0.0002,0.0002,,,,,,
428,Latvia,bcat,17.5,474.26,27.0814,,,,,,,,,21.0057,3.7748,2.301,188.4,10.7581,37.8395
428,Latvia,dcat,955.6,525.24,0.5496,,,,,,,,,0.4098,0.1113,0.0285,1355.01,1.4179,1.9675
428,Latvia,pigs,35.3,66.91,1.8971,,,,,,,,,0.3236,1.5734,0.0,496.31,14.0727,15.9697
428,Latvia,pota,129.5,49.94,0.3856,0.0164,0.004,0.0041,0.0,0.3606,0.0004,0.0,0.0001,,,,,,
428,Latvia,poul,41.2,22.68,0.55,,,,,,,,,0.0,0.5364,0.0136,330.4,8.0118,8.5618
428,Latvia,rape,250.5,842.06,3.361,0.2997,0.0305,0.0279,0.0,2.994,0.0084,0.0004,0.0001,,,,,,
428,Latvia,whea,2456.7,2967.21,1.2078,0.1166,0.0107,0.0125,0.0,1.0645,0.0032,0.0002,0.0,,,,,,
430,Liberia,cass,591.2,34.77,0.0588,0.0006,0.0068,0.0078,0.0,0.0423,0.0,0.0012,0.0,,,,,,
430,Liberia,coco,31.3,56.09,1.7919,0.107,0.0332,0.0,0.0,1.6425,0.0093,0.0,0.0,,,,,,
430,Liberia,dcat,7.9,12.05,1.5353,,,,,,,,,1.0448,0.0288,0.4616,0.03,0.0037,1.539
430,Liberia,grou,6.6,3.03,0.4582,0.0188,0.085,0.0706,0.0,0.2449,0.0004,0.0386,0.0,,,,,,
430,Liberia,maiz,4.9,0.59,0.1204,0.0082,0.02,0.0184,0.0,0.046,0.0006,0.0272,0.0,,,,,,
430,Liberia,oilp,182.2,10.18,0.0559,0.0002,0.0012,0.0,0.0,0.0545,0.0,0.0,0.0,,,,,,
430,Liberia,pigs,8.8,48.29,5.5083,,,,,,,,,0.8544,4.6539,0.0,0.33,0.0375,5.5457
430,Liberia,poul,20.3,34.74,1.7095,,,,,,,,,0.0,0.2893,1.4203,0.49,0.0239,1.7334
430,Liberia,rice,317.2,162.77,0.5132,0.031,0.028,0.0296,0.1082,0.2936,0.003,0.0198,0.0,,,,,,
430,Liberia,rubb,125.2,53.55,0.4277,0.0172,0.0159,0.0,0.0,0.3932,0.0015,0.0,0.0,,,,,,
430,Liberia,soyb,3.1,3.19,1.0327,0.0471,0.1722,0.0921,0.0,0.653,0.0001,0.0682,0.0,,,,,,
430,Liberia,sugc,269.2,16.12,0.0599,0.0112,0.0021,0.0044,0.0,0.0406,0.001,0.0006,0.0,,,,,,
434,Libya,barl,62.6,27.39,0.4374,0.0748,0.2907,0.0374,0.0,0.0,0.0344,0.0001,0.0,,,,,,
434,Libya,bcat,5.5,103.43,18.7126,,,,,,,,,12.3542,0.4581,5.9003,0.96,0.1742,18.8868
434,Libya,dcat,132.4,223.13,1.6847,,,,,,,,,1.1518,0.0327,0.5001,2.33,0.0176,1.7023
434,Libya,goat,30.5,556.33,18.2197,,,,,,,,,10.6577,0.3894,7.1726,1.17,0.0384,18.2581
434,Libya,grou,12.4,1.36,0.11,0.0257,0.0427,0.0306,0.0,0.0,0.011,0.0,0.0,,,,,,
434,Libya,maiz,3.3,0.24,0.0714,0.0187,0.0401,0.0048,0.0,0.0,0.0077,0.0,0.0,,,,,,
434,Libya,olvs,6.1,95.04,15.4949,,,,,,,,,11.1645,0.7342,3.5962,0.15,0.0246,15.5195
434,Libya,pota,361.4,3.57,0.0099,0.0029,0.0034,0.0023,0.0,0.0,0.0012,0.0,0.0,,,,,,
434,Libya,poul,192.1,144.15,0.7504,,,,,,,,,0.0,0.1282,0.6222,22.17,0.1154,0.8658
434,Libya,shee,84.7,1518.95,17.923,,,,,,,,,11.3909,0.4219,6.1102,4.19,0.0494,17.9724
434,Libya,whea,86.8,31.91,0.3678,0.0868,0.213,0.0293,0.0,0.0,0.0386,0.0001,0.0,,,,,,
438,,dcat,18.5,10.93,0.5909,,,,,,,,,0.4418,0.1186,0.0306,0.0,0.0,0.5909
438,,whea,2.1,0.27,0.1301,0.0895,0.0254,0.0134,0.0,0.0,0.0019,0.0,0.0,,,,,,
440,Lithuania,barl,727.1,516.1,0.7098,0.0096,0.0097,0.0133,0.0,0.6741,0.0026,0.0005,0.0001,,,,,,
440,Lithuania,bcat,44.0,745.98,16.9552,,,,,,,,,13.2302,2.2732,1.4518,267.4,6.0778,23.033
440,Lithuania,dcat,1502.2,925.38,0.616,,,,,,,,,0.4635,0.1203,0.0323,1069.37,0.7119,1.3279
440,Lithuania,goat,2.3,3.34,1.4415,,,,,,,,,0.7886,0.0267,0.6262,6.14,2.6486,4.0901
440,Lithuania,maiz,105.8,44.8,0.4233,0.0106,0.0031,0.0062,0.0,0.3993,0.0039,0.0001,0.0,,,,,,
440,Lithuania,pigs,67.1,124.42,1.853,,,,,,,,,0.3285,1.5245,0.0,561.09,8.3567,10.2097
440,Lithuania,pota,261.2,61.25,0.2344,0.0073,0.0029,0.0033,0.0,0.2181,0.0026,0.0,0.0001,,,,,,
440,Lithuania,poul,80.1,28.77,0.3591,,,,,,,,,0.0,0.347,0.0121,478.31,5.97,6.3291
440,Lithuania,rape,843.5,879.29,1.0424,0.0186,0.0142,0.0149,0.0,0.9894,0.0044,0.0009,0.0001,,,,,,
440,Lithuania,soyb,1.8,4.86,2.631,0.0174,0.0326,0.0261,0.0,2.5482,0.0042,0.0025,0.0,,,,,,
440,Lithuania,whea,4106.6,2851.06,0.6943,0.0086,0.0092,0.0122,0.0,0.6622,0.0014,0.0007,0.0001,,,,,,
442,Luxembourg,barl,43.7,14.2,0.325,0.2189,0.0487,0.0209,0.0,0.0289,0.0037,0.0001,0.0039,,,,,,
442,Luxembourg,bcat,8.4,205.75,24.5491,,,,,,,,,19.2143,3.3224,2.0124,4.78,0.5708,25.1199
442,Luxembourg,dcat,398.8,180.45,0.4525,,,,,,,,,0.3405,0.0895,0.0225,24.15,0.0605,0.513
442,Luxembourg,maiz,5.4,0.5,0.0913,0.0473,0.0148,0.0046,0.0,0.0218,0.0011,0.0,0.0018,,,,,,
442,Luxembourg,pigs,9.9,16.96,1.7172,,,,,,,,,0.3005,1.4166,0.0,6.55,0.663,2.3802
442,Luxembourg,pota,22.5,1.24,0.0549,0.0362,0.0093,0.0033,0.0,0.0051,0.0005,0.0,0.0004,,,,,,
442,Luxembourg,poul,2.1,0.61,0.2931,,,,,,,,,0.0,0.2833,0.0098,0.81,0.3909,0.684
442,Luxembourg,rape,12.7,6.24,0.4921,0.3514,0.0704,0.0178,0.0,0.0402,0.0079,0.0002,0.0043,,,,,,
442,Luxembourg,whea,52.5,29.29,0.5576,0.4592,0.0633,0.019,0.0,0.0135,0.0025,0.0,0.0,,,,,,
450,Madagascar,bcat,24.3,7618.92,313.253,,,,,,,,,205.7427,8.6027,98.9076,22.16,0.911,314.164
450,Madagascar,bean,82.1,63.16,0.7692,0.0029,0.134,0.023,0.0,0.5925,0.0002,0.0066,0.0101,,,,,,
450,Madagascar,cass,2519.5,367.58,0.1459,0.0007,0.0147,0.0078,0.0,0.1204,0.0001,0.001,0.0013,,,,,,
450,Madagascar,coco,18.5,25.47,1.3779,0.0278,0.0697,0.0,0.0,1.2776,0.0029,0.0,0.0,,,,,,
450,Madagascar,cott,12.4,15.37,1.2393,0.0656,0.0874,0.0387,0.0,1.0172,0.0081,0.0174,0.0049,,,,,,
450,Madagascar,dcat,408.0,2598.2,6.3683,,,,,,,,,4.3348,0.1388,1.8947,37.6,0.0922,6.4605
450,Madagascar,goat,2.7,265.67,98.3093,,,,,,,,,57.1991,2.3519,38.7583,0.68,0.2505,98.5598
450,Madagascar,grou,56.9,56.39,0.9907,0.0205,0.2486,0.0606,0.0,0.6182,0.0022,0.0313,0.0093,,,,,,
450,Madagascar,maiz,259.3,117.03,0.4514,0.0214,0.0707,0.0128,0.0,0.3325,0.0027,0.0078,0.0035,,,,,,
450,Madagascar,oilp,19.7,8.91,0.4514,0.0,0.0037,0.0,0.0,0.4477,0.0,0.0,0.0,,,,,,
450,Madagascar,pigs,29.7,337.04,11.3315,,,,,,,,,1.5848,9.7467,0.0,22.2,0.7465,12.0779
450,Madagascar,pota,248.1,16.53,0.0666,0.01,0.0337,0.0075,0.0,0.0095,0.001,0.0004,0.0045,,,,,,
450,Madagascar,poul,111.3,227.0,2.0393,,,,,,,,,0.0,0.3404,1.6989,61.64,0.5538,2.5931
450,Madagascar,rcof,39.9,241.94,6.0636,0.0163,0.1445,0.0,0.0,5.9013,0.0015,0.0,0.0,,,,,,
450,Madagascar,rice,4892.8,13850.08,2.8307,0.0004,0.0105,0.0127,1.908,0.8935,0.0001,0.0045,0.0008,,,,,,
450,Madagascar,sugc,3037.4,399.75,0.1316,0.0043,0.002,0.0043,0.0,0.1199,0.0005,0.0005,0.0001,,,,,,
454,Malawi,bcat,72.9,2614.37,35.8453,,,,,,,,,23.6717,0.8871,11.2865,41.86,0.574,36.4193
454,Malawi,bean,239.8,66.89,0.279,0.0181,0.0788,0.021,0.0,0.1521,0.0056,0.0033,0.0,,,,,,
454,Malawi,cass,6035.7,71.44,0.0118,0.002,0.0022,0.004,0.0,0.003,0.0004,0.0001,0.0,,,,,,
454,Malawi,coff,9.4,2.41,0.2551,0.1882,0.0291,0.0,0.0,0.0,0.0378,0.0,0.0,,,,,,
454,Malawi,cott,24.4,37.32,1.5297,0.7101,0.2506,0.0687,0.0,0.3075,0.1577,0.0351,0.0,,,,,,
454,Malawi,dcat,79.0,323.13,4.0902,,,,,,,,,2.7974,0.0801,1.2126,5.48,0.0693,4.1595
454,Malawi,goat,225.3,2773.12,12.3095,,,,,,,,,7.2031,0.2657,4.8406,36.31,0.1612,12.4707
454,Malawi,grou,339.9,113.74,0.3347,0.1531,0.0568,0.0302,0.0,0.0452,0.0466,0.0028,0.0,,,,,,
454,Malawi,maiz,2946.0,683.98,0.2322,0.0966,0.0278,0.0112,0.0,0.0683,0.0268,0.0014,0.0,,,,,,
454,Malawi,pigs,427.9,1516.77,3.545,,,,,,,,,0.5444,3.0006,0.0,292.19,0.6829,4.2279
454,Malawi,pota,1503.0,52.72,0.0351,0.0235,0.002,0.002,0.0,0.0,0.0075,0.0001,0.0,,,,,,
454,Malawi,poul,132.3,91.16,0.6889,,,,,,,,,0.0,0.1184,0.5705,85.55,0.6465,1.3354
454,Malawi,rice,138.5,143.16,1.0333,0.2194,0.0257,0.0146,0.5283,0.1672,0.0752,0.0029,0.0,,,,,,
454,Malawi,shee,9.5,91.0,9.6002,,,,,,,,,6.1036,0.2267,3.2699,2.09,0.2203,9.8206
454,Malawi,sorg,101.1,62.04,0.6136,0.1648,0.0452,0.026,0.0,0.3293,0.0341,0.0142,0.0,,,,,,
454,Malawi,soyb,303.8,148.17,0.4877,0.0347,0.0332,0.0132,0.0,0.3908,0.0132,0.0027,0.0,,,,,,
454,Malawi,sugc,2554.6,27.99,0.011,0.005,0.0003,0.0039,0.0,0.0008,0.0007,0.0001,0.0,,,,,,
458,Malaysia,bcat,36.3,1045.78,28.7898,,,,,,,,,21.9517,3.1093,3.7288,0.95,0.0261,28.8159
458,Malaysia,buff,8.1,116.29,14.3991,,,,,,,,,11.0381,1.5112,1.8498,0.11,0.0138,14.4129
458,Malaysia,cass,42.4,1.67,0.0395,0.0134,0.012,0.0043,0.0,0.0014,0.0019,0.0039,0.0026,,,,,,
458,Malaysia,dcat,40.7,101.32,2.4899,,,,,,,,,1.678,0.6742,0.1378,0.13,0.0033,2.4932
458,Malaysia,goat,1.0,29.87,29.0735,,,,,,,,,17.0035,0.8117,11.2583,0.01,0.0129,29.0864
458,Malaysia,maiz,2.6,0.53,0.1992,0.1575,0.0027,0.0099,0.0,0.0053,0.0238,0.0,0.0,,,,,,
458,Malaysia,oilp,94200.4,3289.04,0.0349,0.0274,0.0024,0.0,0.0,0.0002,0.0049,0.0,0.0,,,,,,
458,Malaysia,pigs,114.9,309.26,2.6916,,,,,,,,,0.382,2.3096,0.0,6.81,0.0593,2.7509
458,Malaysia,poul,2299.9,849.83,0.3695,,,,,,,,,0.0,0.1133,0.2562,54.32,0.0236,0.3931
458,Malaysia,rcof,3.9,0.7,0.1807,0.128,0.0299,0.0,0.0,0.0,0.0227,0.0,0.0,,,,,,
458,Malaysia,rice,1854.8,3333.84,1.7974,0.0947,0.0271,0.0114,1.6073,0.002,0.0354,0.0144,0.005,,,,,,
458,Malaysia,rubb,377.2,320.2,0.8489,0.5279,0.2129,0.0,0.0,0.0143,0.0937,0.0,0.0,,,,,,
458,Malaysia,sugc,329.0,16.65,0.0506,0.0249,0.0014,0.0066,0.0,0.013,0.0039,0.0007,0.0001,,,,,,
466,Mali,bcat,67.6,14570.06,215.377,,,,,,,,,141.9411,5.2439,68.192,0.78,0.0115,215.3886
466,Mali,bean,156.6,12.83,0.0819,0.0,0.0086,0.0136,0.0,0.0559,0.0,0.0038,0.0,,,,,,
466,Mali,cass,181.0,3.83,0.0212,0.0003,0.0045,0.007,0.0,0.009,0.0,0.0005,0.0,,,,,,
466,Mali,cott,666.0,83.25,0.125,0.0435,0.0281,0.0265,0.0,0.0,0.012,0.0148,0.0,,,,,,
466,Mali,dcat,309.0,4020.24,13.0095,,,,,,,,,8.8796,0.2512,3.8787,0.36,0.0012,13.0106
466,Mali,goat,314.1,7147.2,22.7521,,,,,,,,,13.2009,0.6122,8.939,0.78,0.0025,22.7546
466,Mali,grou,500.0,103.51,0.207,0.0114,0.0403,0.0356,0.0,0.085,0.0044,0.0304,0.0,,,,,,
466,Mali,maiz,3885.0,210.13,0.0541,0.0188,0.0131,0.0106,0.0,0.001,0.0053,0.0052,0.0,,,,,,
466,Mali,olvs,300.1,3196.38,10.6502,,,,,,,,,7.9231,0.595,2.1321,0.5,0.0017,10.6518
466,Mali,pota,235.1,5.95,0.0253,0.005,0.0036,0.003,0.0,0.0113,0.0017,0.0006,0.0,,,,,,
466,Mali,poul,79.0,222.86,2.8222,,,,,,,,,0.0,0.4971,2.325,0.54,0.0069,2.829
466,Mali,rice,2747.1,3884.02,1.4139,0.0096,0.0254,0.0133,1.244,0.1143,0.0046,0.0027,0.0,,,,,,
466,Mali,shee,223.7,4763.07,21.2906,,,,,,,,,13.419,0.6289,7.2428,0.7,0.0031,21.2938
466,Mali,sorg,1638.0,236.24,0.1442,0.0074,0.0384,0.0218,0.0,0.0436,0.003,0.03,0.0,,,,,,
466,Mali,soyb,21.5,8.7,0.4051,0.015,0.0501,0.024,0.0,0.2889,0.0057,0.0214,0.0,,,,,,
466,Mali,sugc,832.7,8.51,0.0102,0.0031,0.0005,0.0057,0.0,0.0,0.0008,0.0001,0.0,,,,,,
466,Mali,whea,40.8,0.83,0.0203,0.0042,0.0055,0.0078,0.0,0.0,0.0016,0.0013,0.0,,,,,,
470,Malta,dcat,18.5,13.59,0.7346,,,,,,,,,0.4994,0.1997,0.0354,0.0,0.0001,0.7347
470,Malta,pigs,3.5,10.92,3.1549,,,,,,,,,0.3925,2.7625,0.0,0.0,0.0008,3.1557
470,Malta,pota,6.9,0.42,0.0604,0.0093,0.0464,0.0019,0.0,0.0,0.0027,0.0,0.0,,,,,,
470,Malta,poul,4.0,2.16,0.5396,,,,,,,,,0.0,0.5229,0.0167,0.0,0.0004,0.54
470,Malta,shee,1.6,2.8,1.8027,,,,,,,,,1.2562,0.0684,0.4782,0.0,0.0002,1.803
478,Mauritania,barl,1.1,0.09,0.084,0.0,0.0745,0.0045,0.0,0.0,0.0,0.0032,0.0018,,,,,,
478,Mauritania,bcat,30.8,1941.56,63.1385,,,,,,,,,41.6649,1.5399,19.9336,0.92,0.0298,63.1683
478,Mauritania,bean,12.7,2.31,0.1817,0.0037,0.1495,0.0163,0.0,0.0,0.0004,0.0101,0.0017,,,,,,
478,Mauritania,cass,1.2,0.01,0.0102,0.0,0.0048,0.0054,0.0,0.0,0.0,0.0,0.0,,,,,,
478,Mauritania,dcat,149.4,783.22,5.2424,,,,,,,,,3.5826,0.1013,1.5585,0.53,0.0035,5.2459
478,Mauritania,goat,122.6,1707.73,13.9337,,,,,,,,,8.0975,0.3758,5.4605,0.98,0.008,13.9418
478,Mauritania,grou,2.3,0.99,0.4235,0.0065,0.1956,0.0428,0.0,0.0,0.0027,0.1749,0.0009,,,,,,
478,Mauritania,maiz,21.0,5.61,0.2666,0.007,0.1994,0.017,0.0,0.0,0.0023,0.0367,0.0043,,,,,,
478,Mauritania,olvs,54.6,2333.22,42.7595,,,,,,,,,33.9489,2.0599,6.7507,0.28,0.005,42.7646
478,Mauritania,pota,2.5,0.15,0.0617,0.0031,0.0501,0.0021,0.0,0.0,0.0007,0.0058,0.0,,,,,,
478,Mauritania,poul,9.8,19.36,1.9833,,,,,,,,,0.0,0.3294,1.6539,0.25,0.0261,2.0093
478,Mauritania,rice,500.7,751.86,1.5017,0.0093,0.0028,0.0078,1.4771,0.0,0.0026,0.002,0.0,,,,,,
478,Mauritania,shee,123.0,2297.83,18.686,,,,,,,,,11.7938,0.5532,6.3391,1.22,0.0099,18.6959
478,Mauritania,sorg,108.4,33.11,0.3055,0.0027,0.2511,0.0228,0.0,0.0,0.0009,0.0272,0.0008,,,,,,
478,Mauritania,sugc,155.7,1.02,0.0066,0.0008,0.0002,0.0049,0.0,0.0,0.0002,0.0005,0.0,,,,,,
478,Mauritania,whea,1.8,2.02,1.1505,0.0214,1.0704,0.0463,0.0,0.0,0.0023,0.0102,0.0,,,,,,
480,Mauritius,bcat,1.9,1.74,0.9149,,,,,,,,,0.5601,0.0227,0.3322,0.05,0.0278,0.9427
480,Mauritius,cass,1.6,0.08,0.0516,0.0145,0.0261,0.0032,0.0,0.0,0.0017,0.0,0.0062,,,,,,
480,Mauritius,dcat,2.6,4.51,1.7406,,,,,,,,,1.1071,0.04,0.5935,0.01,0.0033,1.7439
480,Mauritius,maiz,1.3,0.19,0.144,0.0868,0.0326,0.0046,0.0,0.0,0.0076,0.0,0.0124,,,,,,
480,Mauritius,pota,13.7,1.38,0.1007,0.0588,0.0255,0.0032,0.0,0.0,0.0052,0.0,0.008,,,,,,
480,Mauritius,poul,60.8,59.17,0.9728,,,,,,,,,0.0,0.176,0.7968,1.38,0.0227,0.9955
480,Mauritius,sugc,2071.1,82.0,0.0396,0.0143,0.0067,0.0048,0.0,0.0,0.0012,0.0,0.0125,,,,,,
484,Mexico,barl,827.3,67.58,0.0817,0.0269,0.0212,0.0185,0.0,0.0004,0.0052,0.0039,0.0056,,,,,,
484,Mexico,bcat,2229.8,65228.76,29.2526,,,,,,,,,22.6542,0.4236,6.1747,585.98,0.2628,29.5154
484,Mexico,bean,989.2,344.35,0.3481,0.0732,0.0595,0.032,0.0,0.1473,0.0145,0.0148,0.0067,,,,,,
484,Mexico,cass,22.9,6.48,0.2829,0.0285,0.0186,0.0057,0.0,0.2211,0.002,0.004,0.003,,,,,,
484,Mexico,coco,24.4,54.85,2.2445,0.112,0.1809,0.0,0.0,1.944,0.0075,0.0,0.0,,,,,,
484,Mexico,coff,163.4,181.76,1.1125,0.326,0.2435,0.0,0.0,0.5149,0.0282,0.0,0.0,,,,,,
484,Mexico,cott,469.7,40.5,0.0862,0.0238,0.0102,0.0338,0.0,0.0007,0.0054,0.0077,0.0045,,,,,,
484,Mexico,dcat,13832.9,5972.53,0.4318,,,,,,,,,0.3722,0.0096,0.05,425.06,0.0307,0.4625
484,Mexico,goat,210.5,2049.39,9.7347,,,,,,,,,5.6991,0.2091,3.8265,15.65,0.0744,9.809
484,Mexico,grou,68.6,13.97,0.2036,0.0201,0.0688,0.0324,0.0,0.0381,0.0028,0.0294,0.0119,,,,,,
484,Mexico,maiz,24094.6,5270.55,0.2187,0.0753,0.0239,0.0093,0.0,0.0884,0.0102,0.008,0.0037,,,,,,
484,Mexico,oilp,1309.3,298.08,0.2277,0.0316,0.0049,0.0,0.0,0.189,0.0021,0.0,0.0,,,,,,
484,Mexico,olvs,64.5,7299.74,113.1316,,,,,,,,,71.2827,6.6454,35.2035,3.38,0.0525,113.184
